2024-07-09,56,1,0,0,0,0
2024-07-09,134,2,2,0,0,0
2024-07-08,114,0,2,0,0,0
2024-07-08,1834,3,16,0,0,0
2024-07-08,238,3,10,0,0,0
2024-07-08,357,1,6,0,0,0
2024-07-08,1330,1,4,0,0,0
2024-07-08,485,0,4,0,0,0
2024-07-08,266,-3,0,0,1,0
2024-07-08,573,5,5,0,0,0
2024-07-07,217,-8,7,0,1,0
2024-07-07,172,1,0,0,0,0
2024-07-07,228,5,6,0,0,0
2024-07-07,210,0,10,1,2,1
2024-07-07,553,5,2,0,0,0
2024-07-07,262,3,2,0,9,0
2024-07-07,1033,0,6,0,1,0
2024-07-07,449,2,1,1,0,0
2024-07-07,144,0,0,0,0,0
2024-07-07,169,1,2,0,0,0
2024-07-07,8619,9,18,0,1,0
2024-07-07,1139,0,5,0,1,0
2024-07-06,519,2,1,1,0,0
2024-07-06,410,2,1,0,0,0
2024-07-06,69,1,0,0,0,0
2024-07-06,732,-39,7,0,0,0
2024-07-06,1725,1,6,0,0,0
2024-07-06,11636,28,32,0,0,0
2024-07-06,202,1,4,0,0,0
2024-07-06,419,1,0,0,0,0
2024-07-06,1614,-14,1,0,0,0
2024-07-06,1623,0,5,0,0,0
2024-07-06,398,3,6,0,0,0
2024-07-05,774,3,2,0,0,0
2024-07-05,167,0,1,0,0,0
2024-07-05,46,1,0,0,0,0
2024-07-05,1984,5,10,0,0,0
2024-07-05,545,2,14,0,0,0
2024-07-05,2715,1,5,0,0,0
2024-07-05,1065,1,12,0,0,0
2024-07-05,1201,1,31,2,0,5
2024-07-05,267,0,0,1,3,0
2024-07-04,1445,7,3,0,2,0
2024-07-04,2528,-59,13,0,0,0
2024-07-04,170,0,4,0,0,0
2024-07-04,465,3,3,0,0,0
2024-07-04,2640,1,13,0,3,7
2024-07-04,87,4,0,1,1,0
2024-07-04,1271,27,18,1,7,6
2024-07-04,233,-6,23,1,1,8
2024-07-04,459,1,0,0,0,0
2024-07-04,844,-18,11,1,2,1
2024-07-04,979,1,2,1,0,0
2024-07-04,689,1,10,0,0,0
2024-07-04,246,1,3,0,2,1
2024-07-04,253,1,0,0,0,0
2024-07-04,226,-9,21,0,0,1
2024-07-04,2036,0,8,0,0,1
2024-07-04,645,6,2,0,0,0
2024-07-03,243,2,11,1,1,0
2024-07-03,224,3,5,0,0,0
2024-07-03,196,3,3,0,2,0
2024-07-03,898,10,3,0,0,0
2024-07-03,3604,0,5,0,1,0
2024-07-03,7597,16,2,0,0,0
2024-07-03,127,0,2,0,0,0
2024-07-02,1767,1,1,0,1,0
2024-07-02,928,4,9,0,0,0
2024-07-02,258,1,1,0,1,0
2024-07-02,201,2,4,0,0,0
2024-07-02,1603,-3,12,1,0,1
2024-07-02,615,1,4,0,0,0
2024-07-02,629,2,8,0,0,0
2024-07-02,212,1,0,0,0,0
2024-07-02,1127,4,13,0,1,3
2024-07-02,1459,-44,35,0,1,5
2024-07-02,242,0,2,0,0,0
2024-07-02,230,3,2,0,0,0
2024-07-02,1244,0,4,0,0,0
2024-07-02,1337,0,12,0,0,0
2024-07-01,83,4,2,0,0,0
2024-07-01,153,0,0,1,0,0
2024-07-01,51,1,0,0,0,0
2024-07-01,423,1,9,0,0,4
2024-07-01,550,-17,8,0,1,1
2024-07-01,65,0,0,0,0,0
2024-07-01,82,0,0,0,0,0
2024-07-01,596,3,4,0,1,0
2024-07-01,225,0,6,0,0,0
2024-07-01,917,9,13,0,0,0
2024-07-01,86,2,0,0,1,0
2024-07-01,227,1,3,0,1,0
2024-07-01,1800,0,5,0,0,1
2024-07-01,165,0,0,0,1,0
2024-07-01,235,2,0,0,0,0
2024-07-01,49,0,0,0,0,0
2024-07-01,715,0,2,0,0,0
2024-07-01,70,0,0,0,0,0
2024-07-01,349,0,5,0,1,2
2024-07-01,109,1,0,0,2,0
2024-07-01,109,1,0,0,2,0
2024-07-01,564,0,0,0,0,0
2024-07-01,333,1,1,0,1,0
2024-06-30,232,2,0,0,0,0
2024-06-30,211,3,2,0,8,0
2024-06-30,654,0,2,0,0,0
2024-06-30,516,8,12,0,0,0
2024-06-30,203,4,10,0,0,0
2024-06-30,181,3,8,0,0,0
2024-06-30,226,2,5,0,0,0
2024-06-30,307,6,13,0,0,1
2024-06-30,454,3,2,0,0,0
2024-06-30,673,7,23,0,0,1
2024-06-30,1076,4,6,0,0,0
2024-06-30,145,0,0,0,0,0
2024-06-29,158,0,0,0,0,0
2024-06-29,1164,1,3,1,0,3
2024-06-29,237,0,0,0,0,0
2024-06-29,1665,-32,8,0,0,0
2024-06-29,725,0,3,0,0,0
2024-06-29,832,0,12,0,1,0
2024-06-29,340,1,1,1,0,0
2024-06-29,76,0,0,0,1,0
2024-06-29,1354,1,7,0,1,2
2024-06-29,948,0,6,0,0,0
2024-06-28,206,0,3,0,0,0
2024-06-28,210,1,13,0,0,1
2024-06-28,171,0,1,0,0,0
2024-06-28,1037,4,2,0,0,0
2024-06-28,866,0,8,0,0,1
2024-06-28,227,1,3,0,0,0
2024-06-28,203,1,7,0,0,1
2024-06-28,951,2,5,0,0,0
2024-06-27,61,1,0,0,0,0
2024-06-27,2028,-4,6,0,1,0
2024-06-27,238,0,0,0,0,0
2024-06-27,826,0,4,0,0,0
2024-06-27,623,5,3,0,0,0
2024-06-27,149,0,0,1,1,0
2024-06-27,201,0,1,1,0,0
2024-06-27,223,3,1,0,0,0
2024-06-27,206,1,0,0,0,0
2024-06-27,255,1,0,0,0,0
2024-06-27,1704,0,3,0,0,0
2024-06-27,3951,-1,3,0,0,0
2024-06-27,265,0,0,0,0,0
2024-06-27,107,1,0,0,0,0
2024-06-27,502,4,2,0,1,0
2024-06-27,274,3,2,0,0,0
2024-06-27,135,2,1,0,1,0
2024-06-27,21,1,0,0,0,0
2024-06-27,790,0,0,0,0,0
2024-06-27,206,7,1,0,0,0
2024-06-26,127,1,0,0,0,0
2024-06-26,65,3,1,0,0,0
2024-06-26,120,0,2,0,0,0
